名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL
東急東横線 中目黒駅 8階建 築46年,東京都目黒区中目黒２,東急東横線/中目黒駅 歩8分,ＪＲ山手線/恵比寿駅 歩13分,東急東横線/代官山駅 歩14分,築46年,8階建,3階,16.3万円,6000円,16.3万円,16.3万円,2DK,41m2,https://suumo.jp/chintai/jnc_000083021244/?bc=100354493366
グレート学芸大,東京都目黒区目黒本町１,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩16分,東急東横線/祐天寺駅 歩18分,築37年,5階建,3階,12万円,-,12万円,12万円,2DK,41.82m2,https://suumo.jp/chintai/jnc_000045135283/?bc=100274874126
グレート学芸大,東京都目黒区目黒本町１,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩16分,東急東横線/祐天寺駅 歩18分,築37年,5階建,3階,13万円,-,13万円,13万円,2DK,40m2,https://suumo.jp/chintai/jnc_000086693724/?bc=100355199525
東急東横線 代官山駅 6階建 築0年,東京都目黒区中目黒１,東急東横線/代官山駅 歩6分,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/中目黒駅 歩10分,築0年,6階建,2階,35.2万円,-,35.2万円,35.2万円,2LDK,57.17m2,https://suumo.jp/chintai/jnc_000086758251/?bc=100356426910
東急東横線 代官山駅 6階建 築0年,東京都目黒区中目黒１,東急東横線/代官山駅 歩6分,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/中目黒駅 歩10分,築0年,6階建,4階,52.8万円,-,52.8万円,52.8万円,2LDK,77.28m2,https://suumo.jp/chintai/jnc_000086758253/?bc=100356426920
グランドメゾン中目黒　THE CLASS,東京都目黒区中目黒３,東京メトロ日比谷線/中目黒駅 歩9分,東急東横線/祐天寺駅 歩12分,ＪＲ山手線/恵比寿駅 歩23分,築17年,地下3地上3階建,3階,30万円,-,30万円,30万円,2LDK,66.52m2,https://suumo.jp/chintai/jnc_000086265546/?bc=100352497915
ＪＲ山手線 目黒駅 25階建 築16年,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩7分,東急目黒線/不動前駅 歩15分,ＪＲ山手線/恵比寿駅 歩20分,築16年,25階建,22階,64.8万円,50000円,64.8万円,129.6万円,2LDK,105.83m2,https://suumo.jp/chintai/jnc_000086271421/?bc=100356582122
ハイネスかがみ,東京都目黒区碑文谷５,東急東横線/学芸大学駅 歩10分,,,築44年,3階建,1階,12万円,-,12万円,12万円,2DK,40m2,https://suumo.jp/chintai/jnc_000085993713/?bc=100279873517
トーア青葉台マンション,東京都目黒区青葉台２,東急東横線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩10分,東京メトロ日比谷線/中目黒駅 歩10分,築45年,9階建,2階,15万円,-,15万円,15万円,2DK,43.74m2,https://suumo.jp/chintai/jnc_000072663041/?bc=100353204827
トーア青葉台マンション,東京都目黒区青葉台２,東急東横線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩10分,東京メトロ日比谷線/中目黒駅 歩10分,築45年,9階建,8階,16.2万円,8000円,32.4万円,16.2万円,2DK,43.74m2,https://suumo.jp/chintai/jnc_000085076456/?bc=100344338349
パークナード目黒,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩6分,東急目黒線/不動前駅 歩12分,ＪＲ山手線/五反田駅 歩18分,築8年,8階建,5階,35万円,20000円,35万円,35万円,2LDK,70.04m2,https://suumo.jp/chintai/jnc_000085802532/?bc=100349301218
エメラパン,東京都目黒区中町１,東急東横線/祐天寺駅 歩15分,東急東横線/学芸大学駅 歩16分,東急目黒線/武蔵小山駅 歩18分,築1年,3階建,1階,28.9万円,3000円,28.9万円,28.9万円,2LDK,72.66m2,https://suumo.jp/chintai/jnc_000086731759/?bc=100355389690
GranDuo中目黒4,東京都目黒区上目黒５,東急東横線/中目黒駅 歩11分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/祐天寺駅 歩9分,新築,5階建,2階,27.6万円,12000円,-,-,2LDK,53.69m2,https://suumo.jp/chintai/jnc_000086103989/?bc=100351224112
GranDuo中目黒4,東京都目黒区上目黒５,東急東横線/中目黒駅 歩11分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/祐天寺駅 歩9分,新築,5階建,3階,28万円,12000円,-,-,2LDK,53.69m2,https://suumo.jp/chintai/jnc_000086103992/?bc=100351224118
GranDuo中目黒4,東京都目黒区上目黒５,東急東横線/中目黒駅 歩11分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/祐天寺駅 歩9分,新築,5階建,4階,44.44万円,20000円,-,-,2LDK,80.9m2,https://suumo.jp/chintai/jnc_000086103996/?bc=100351224117
ＪＲ山手線 目黒駅 4階建 築22年,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩9分,東急目黒線/不動前駅 歩16分,ＪＲ山手線/恵比寿駅 歩20分,築22年,4階建,1階,28.7万円,8000円,28.7万円,28.7万円,2LDK,65.16m2,https://suumo.jp/chintai/jnc_000086265556/?bc=100352503655
ＪＲ山手線 目黒駅 4階建 築22年,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩9分,東急目黒線/不動前駅 歩16分,ＪＲ山手線/恵比寿駅 歩20分,築22年,4階建,2階,29.2万円,8000円,29.2万円,29.2万円,2LDK,65.16m2,https://suumo.jp/chintai/jnc_000086793838/?bc=100355876474
エメラパン,東京都目黒区中町１,東急東横線/祐天寺駅 歩15分,東急東横線/学芸大学駅 歩16分,東急目黒線/武蔵小山駅 歩18分,築1年,3階建,1階,28.9万円,3000円,28.9万円,28.9万円,2LDK,72.66m2,https://suumo.jp/chintai/jnc_000086731759/?bc=100355389690
都立大平町コーポ,東京都目黒区平町１,東急東横線/都立大学駅 歩7分,東急東横線/学芸大学駅 歩15分,東急大井町線/大岡山駅 歩21分,築48年,3階建,1階,13万円,-,13万円,-,2DK,44.6m2,https://suumo.jp/chintai/jnc_000086731752/?bc=100350253851
Ｃａｓａ　Ｅｒｉｎｃａ,東京都目黒区緑が丘２,東急大井町線/自由が丘駅 歩10分,東急東横線/都立大学駅 歩10分,東急大井町線/緑が丘駅 歩15分,築2年,地下1地上2階建,1階,34万円,10000円,34万円,34万円,2LDK,67.63m2,https://suumo.jp/chintai/jnc_000080507255/?bc=100340841959
Ｃａｓａ　Ｅｒｉｎｃａ,東京都目黒区緑が丘２,東急大井町線/自由が丘駅 歩10分,東急東横線/都立大学駅 歩10分,東急大井町線/緑が丘駅 歩15分,築2年,地下1地上2階建,1階,35万円,10000円,35万円,35万円,2LDK,69.38m2,https://suumo.jp/chintai/jnc_000082414399/?bc=100340841926
東急目黒線 大岡山駅 10階建 築7年,東京都目黒区南３,東急目黒線/大岡山駅 歩10分,東急東横線/都立大学駅 歩15分,東急目黒線/洗足駅 歩15分,築7年,10階建,9階,35万円,11000円,-,35万円,2LDK,67.89m2,https://suumo.jp/chintai/jnc_000086975925/?bc=100332343266
プラウド目黒洗足ガーデンコート,東京都目黒区洗足２,東急目黒線/洗足駅 歩4分,東急目黒線/西小山駅 歩10分,,築3年,3階建,2階,30万円,-,60万円,30万円,2LDK,61.43m2,https://suumo.jp/chintai/jnc_000086405322/?bc=100356473153
東急東横線 都立大学駅 地下1地上3階建 築18年,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩6分,東急東横線/学芸大学駅 歩23分,東急東横線/自由が丘駅 歩27分,築18年,地下1地上3階建,3階,30.5万円,15000円,30.5万円,30.5万円,2LDK,76.82m2,https://suumo.jp/chintai/jnc_000086806393/?bc=100356113482
コンフォリア渋谷ＷＥＳＴ,東京都目黒区青葉台４,京王井の頭線/渋谷駅 歩11分,東急田園都市線/渋谷駅 歩11分,ＪＲ山手線/渋谷駅 歩13分,築9年,地下1地上14階建,13階,28.6万円,15000円,28.6万円,28.6万円,2LDK,55.47m2,https://suumo.jp/chintai/jnc_000085466910/?bc=100352174351
東急東横線 学芸大学駅 2階建 築26年,東京都目黒区五本木３,東急東横線/学芸大学駅 歩6分,東急東横線/祐天寺駅 歩15分,東急田園都市線/三軒茶屋駅 歩25分,築26年,2階建,2階,20.1万円,3500円,7万円,30.15万円,2LDK,70.8m2,https://suumo.jp/chintai/jnc_000086405318/?bc=100353616701
山中レジデンス,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩13分,東急目黒線/武蔵小山駅 歩13分,築29年,5階建,3-4階,21万円,-,21万円,21万円,2LDK,80.04m2,https://suumo.jp/chintai/jnc_000030937102/?bc=100355274822
山中レジデンス,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩13分,東急目黒線/武蔵小山駅 歩13分,築29年,5階建,3階,22万円,-,22万円,22万円,2LDK,80.04m2,https://suumo.jp/chintai/jnc_000086793821/?bc=100355257594
ブランズ八雲,東京都目黒区八雲４,東急東横線/都立大学駅 歩10分,,,築11年,地下1地上3階建,2階,36万円,-,72万円,36万円,2LDK,72.41m2,https://suumo.jp/chintai/jnc_000085556283/?bc=100349470561
東急東横線 都立大学駅 3階建 築35年,東京都目黒区八雲３,東急東横線/都立大学駅 歩13分,東急大井町線/自由が丘駅 歩15分,東急大井町線/九品仏駅 歩23分,築35年,3階建,2階,15万円,5000円,15万円,15万円,2DK,46m2,https://suumo.jp/chintai/jnc_000086442555/?bc=100355817805
松見坂武蔵野マンション,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩8分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,築56年,15階建,12階,12万円,10000円,12万円,12万円,2DK,39.53m2,https://suumo.jp/chintai/jnc_000046725956/?bc=100336793746
松見坂武蔵野マンション,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩8分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,築56年,15階建,12階,12万円,10000円,12万円,12万円,2DK,39.53m2,https://suumo.jp/chintai/jnc_000080459451/?bc=100335849101
松見坂武蔵野マンション,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩8分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,築56年,15階建,12階,12万円,10000円,12万円,12万円,2DK,39.53m2,https://suumo.jp/chintai/jnc_000083344284/?bc=100333728421
リヨンドール目黒,東京都目黒区目黒３,ＪＲ山手線/目黒駅 歩10分,東急目黒線/不動前駅 歩17分,東急目黒線/武蔵小山駅 歩23分,築36年,4階建,2-3階,20.5万円,4000円,-,20.5万円,2SLDK,69.56m2,https://suumo.jp/chintai/jnc_000084897417/?bc=100322652176
よつばテラス,東京都目黒区碑文谷４,東急東横線/都立大学駅 歩12分,東急東横線/学芸大学駅 歩15分,東急目黒線/大岡山駅 歩20分,築2年,3階建,3階,27.2万円,5000円,27.2万円,27.2万円,2LDK,72.84m2,https://suumo.jp/chintai/jnc_000070459244/?bc=100352888898
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,2階,23.6万円,10000円,23.6万円,47.2万円,2LDK,56.3m2,https://suumo.jp/chintai/jnc_000086536267/?bc=100354113078
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,2階,24万円,10000円,24万円,48万円,2LDK,58.79m2,https://suumo.jp/chintai/jnc_000086536268/?bc=100354113069
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,1階,24.5万円,9000円,24.5万円,49万円,2LDK,63.33m2,https://suumo.jp/chintai/jnc_000086536264/?bc=100354113068
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,3階,24.4万円,10000円,24.4万円,48.8万円,2LDK,58.79m2,https://suumo.jp/chintai/jnc_000086536271/?bc=100354113080
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,2階,24.4万円,10000円,24.4万円,48.8万円,2LDK,58.46m2,https://suumo.jp/chintai/jnc_000086536269/?bc=100354113072
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,2階,24.4万円,10000円,24.4万円,48.8万円,2LDK,57.29m2,https://suumo.jp/chintai/jnc_000086536266/?bc=100354113077
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,3階,24.8万円,10000円,24.8万円,49.6万円,2LDK,58.46m2,https://suumo.jp/chintai/jnc_000086536272/?bc=100354113070
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,1階,25万円,9000円,25万円,50万円,2LDK,66.65m2,https://suumo.jp/chintai/jnc_000086536265/?bc=100354113076
グリーンパレス,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,ＪＲ山手線/目黒駅 歩14分,東京メトロ南北線/目黒駅 歩14分,新築,3階建,3階,26万円,10000円,26万円,52万円,2LDK,61.08m2,https://suumo.jp/chintai/jnc_000086536270/?bc=100354113063
メゾン白金,東京都目黒区原町２,東急目黒線/洗足駅 歩8分,東急目黒線/西小山駅 歩10分,東急大井町線/大岡山駅 歩17分,築38年,3階建,2階,10.5万円,-,10.5万円,10.5万円,2LDK,38m2,https://suumo.jp/chintai/jnc_000086925333/?bc=100335457716
目黒ビランカ,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩8分,東急東横線/中目黒駅 歩13分,京王井の頭線/渋谷駅 歩18分,築57年,4階建,1階,9.6万円,4000円,9.6万円,9.6万円,2DK,40m2,https://suumo.jp/chintai/jnc_000085689204/?bc=100348174231
東急田園都市線 池尻大橋駅 4階建 築57年,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩8分,東急東横線/中目黒駅 歩13分,京王井の頭線/渋谷駅 歩18分,築57年,4階建,1階,9.6万円,4000円,9.6万円,9.6万円,2DK,40m2,https://suumo.jp/chintai/jnc_000085689205/?bc=100349725925
東急目黒線 不動前駅 9階建 築20年,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,78.63m2,https://suumo.jp/chintai/jnc_000086472025/?bc=100353641496
東急目黒線 不動前駅 9階建 築20年,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,78.63m2,https://suumo.jp/chintai/jnc_000086392587/?bc=100353493636
ジェイパーク目黒IV,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,78.63m2,https://suumo.jp/chintai/jnc_000086472024/?bc=100353641673
ジェイパーク目黒IV,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,78.63m2,https://suumo.jp/chintai/jnc_000086379904/?bc=100353607942
ジェイパーク目黒IV,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,78.63m2,https://suumo.jp/chintai/jnc_000086415918/?bc=100356399365
ジェイパーク目黒IV,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩11分,ＪＲ山手線/五反田駅 歩20分,築20年,9階建,1階,35万円,15000円,35万円,35万円,2LDK,35m2,https://suumo.jp/chintai/jnc_000086379905/?bc=100353060680
東急大井町線 緑が丘駅 4階建 築53年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩3分,東急大井町線/大岡山駅 歩7分,東急目黒線/奥沢駅 歩12分,築53年,4階建,4階,9万円,-,9万円,9万円,2DK,33.94m2,https://suumo.jp/chintai/jnc_000033340130/?bc=100352013436
東急大井町線 緑が丘駅 4階建 築53年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩3分,東急大井町線/大岡山駅 歩7分,東急目黒線/奥沢駅 歩12分,築53年,4階建,3階,9万円,-,9万円,9万円,2DK,33.52m2,https://suumo.jp/chintai/jnc_000086178892/?bc=100351734180
東急大井町線 緑が丘駅 4階建 築53年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩3分,東急大井町線/大岡山駅 歩7分,東急目黒線/奥沢駅 歩12分,築53年,4階建,4階,9万円,-,9万円,9万円,2DK,33.53m2,https://suumo.jp/chintai/jnc_000076944620/?bc=100345257060
へーベルメゾン目黒本町Central,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩12分,東急東横線/学芸大学駅 歩20分,築3年,4階建,1階,18.9万円,10000円,18.9万円,18.9万円,2LDK,53.68m2,https://suumo.jp/chintai/jnc_000086311448/?bc=100352600068
東急東横線 都立大学駅 2階建 築43年,東京都目黒区中根１,東急東横線/都立大学駅 歩7分,東急東横線/自由が丘駅 歩11分,東急目黒線/奥沢駅 歩15分,築43年,2階建,1階,19万円,10000円,19万円,19万円,2LDK,60.87m2,https://suumo.jp/chintai/jnc_000086740498/?bc=100355276235
