名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL
中目黒ガーデン,東京都目黒区中目黒４,東京メトロ日比谷線/中目黒駅 歩12分,ＪＲ山手線/目黒駅 歩14分,ＪＲ山手線/恵比寿駅 歩18分,築43年,11階建,3階,15.5万円,-,15.5万円,15.5万円,2DK,42.36m2,https://suumo.jp/chintai/jnc_000065060801/?bc=100348099522
第一菊池マンション,東京都目黒区鷹番３,東急東横線/学芸大学駅 歩4分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩22分,築52年,地下1地上5階建,2階,12.5万円,5000円,-,-,2DK,36m2,https://suumo.jp/chintai/jnc_000087036771/?bc=100357443581
東急東横線 祐天寺駅 7階建 新築,東京都目黒区祐天寺２,東急東横線/祐天寺駅 歩2分,東急東横線/中目黒駅 歩14分,東急東横線/学芸大学駅 歩14分,新築,7階建,7階,41万円,25000円,41万円,41万円,2LDK,51.8m2,https://suumo.jp/chintai/jnc_000083580988/?bc=100333358176
ＪＲ山手線 目黒駅 3階建 築37年,東京都目黒区下目黒５,ＪＲ山手線/目黒駅 歩15分,東急目黒線/不動前駅 歩18分,東急東横線/祐天寺駅 歩20分,築37年,3階建,1階,10万円,6000円,10万円,-,2DK,35.12m2,https://suumo.jp/chintai/jnc_000084997542/?bc=100356633598
鴻巣橋ハイツ,東京都目黒区東山１,東急東横線/中目黒駅 歩10分,ＪＲ山手線/恵比寿駅 歩22分,東急田園都市線/池尻大橋駅 歩13分,築49年,4階建,3階,16.5万円,5000円,16.5万円,16.5万円,2DK,58m2,https://suumo.jp/chintai/jnc_000022759005/?bc=100355999459
日興パレス駒場,東京都目黒区駒場１,京王井の頭線/神泉駅 歩6分,東急田園都市線/池尻大橋駅 歩9分,京王井の頭線/駒場東大前駅 歩10分,築42年,地下1地上6階建,6階,14.5万円,-,14.5万円,-,2LDK,47.22m2,https://suumo.jp/chintai/jnc_000077329507/?bc=100356465013
光ビル,東京都目黒区下目黒２,東急目黒線/不動前駅 歩5分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩15分,築54年,5階建,3階,9万円,-,9万円,9万円,2DK,30m2,https://suumo.jp/chintai/jnc_000085735752/?bc=100320508302
光ビル,東京都目黒区下目黒２,東急目黒線/不動前駅 歩5分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩15分,築54年,5階建,4階,10.5万円,-,10.5万円,10.5万円,2LDK,39m2,https://suumo.jp/chintai/jnc_000085735753/?bc=100340535958
パルテール祐天寺,東京都目黒区中町２,東急東横線/祐天寺駅 歩8分,東急東横線/学芸大学駅 歩12分,東急東横線/中目黒駅 歩20分,築28年,3階建,1階,26万円,-,26万円,26万円,2LDK,74.15m2,https://suumo.jp/chintai/jnc_000086011968/?bc=100350213527
パルテール祐天寺,東京都目黒区中町２,東急東横線/祐天寺駅 歩8分,東急東横線/学芸大学駅 歩12分,東急東横線/中目黒駅 歩20分,築28年,3階建,1階,26万円,10000円,26万円,26万円,2LDK,74.15m2,https://suumo.jp/chintai/jnc_000084663118/?bc=100352552708
ダイヤパレス代官山,東京都目黒区中目黒１,東急東横線/代官山駅 歩4分,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/中目黒駅 歩7分,築25年,12階建,5階,27万円,-,27万円,27万円,2LDK,52.04m2,https://suumo.jp/chintai/jnc_000087001776/?bc=100356870489
東急東横線 代官山駅 12階建 築25年,東京都目黒区中目黒１,東急東横線/代官山駅 歩4分,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/中目黒駅 歩7分,築25年,12階建,5階,27万円,-,27万円,27万円,2LDK,52.04m2,https://suumo.jp/chintai/jnc_000087001777/?bc=100357051200
目黒ケイツゥマンション,東京都目黒区目黒４,東急東横線/祐天寺駅 歩17分,ＪＲ山手線/目黒駅 歩20分,東急東横線/中目黒駅 歩19分,築34年,2階建,1階,11万円,2000円,11万円,11万円,2DK,38.36m2,https://suumo.jp/chintai/jnc_000086450474/?bc=100352203725
目黒ケイツゥマンション,東京都目黒区目黒４,東急東横線/祐天寺駅 歩17分,ＪＲ山手線/目黒駅 歩20分,東急東横線/中目黒駅 歩19分,築34年,2階建,1階,11.3万円,2000円,11.3万円,11.3万円,2DK,38.36m2,https://suumo.jp/chintai/jnc_000082982048/?bc=100357182971
東急東横線 祐天寺駅 2階建 築34年,東京都目黒区目黒４,東急東横線/祐天寺駅 歩17分,ＪＲ山手線/目黒駅 バス8分 (バス停)大塚山 歩1分,東急東横線/中目黒駅 歩19分,築34年,2階建,1階,11万円,2000円,11万円,-,2DK,38.36m2,https://suumo.jp/chintai/jnc_000086915574/?bc=100356640548
東急東横線 祐天寺駅 2階建 築34年,東京都目黒区目黒４,東急東横線/祐天寺駅 歩17分,ＪＲ山手線/目黒駅 バス8分 (バス停)大塚山 歩1分,東急東横線/中目黒駅 歩19分,築34年,2階建,1階,11.3万円,2000円,11.3万円,11.3万円,2DK,38.36m2,https://suumo.jp/chintai/jnc_000083006964/?bc=100357203674
ライオンズマンション花壇代官山,東京都目黒区中目黒１,東急東横線/中目黒駅 歩4分,ＪＲ山手線/恵比寿駅 歩12分,東急東横線/代官山駅 歩6分,築46年,地下1地上12階建,7階,18.5万円,5000円,-,18.5万円,2DK,36.3m2,https://suumo.jp/chintai/jnc_000085630197/?bc=100346029477
ライオンズマンション花壇代官山,東京都目黒区中目黒１,東急東横線/中目黒駅 歩4分,ＪＲ山手線/恵比寿駅 歩12分,東急東横線/代官山駅 歩6分,築46年,地下1地上12階建,7階,19万円,5000円,-,19万円,2DK,36.3m2,https://suumo.jp/chintai/jnc_000081993903/?bc=100346031075
東急田園都市線 池尻大橋駅 13階建 築11年,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩1分,東急東横線/中目黒駅 歩19分,京王井の頭線/神泉駅 歩17分,築11年,13階建,4階,35万円,-,35万円,35万円,2LDK,70.65m2,https://suumo.jp/chintai/jnc_000071169215/?bc=100357746533
フォレストフォルム駒場,東京都目黒区駒場４,小田急線/代々木上原駅 歩11分,小田急線/東北沢駅 歩9分,京王井の頭線/池ノ上駅 歩11分,築22年,6階建,5階,47万円,-,94万円,47万円,2LDK,102.11m2,https://suumo.jp/chintai/jnc_000086982629/?bc=100357078617
東急東横線 学芸大学駅 3階建 築32年,東京都目黒区中町１,東急東横線/学芸大学駅 歩12分,東急東横線/祐天寺駅 歩13分,東急目黒線/武蔵小山駅 歩20分,築32年,3階建,2階,15.9万円,3000円,15.9万円,15.9万円,2LDK,59.62m2,https://suumo.jp/chintai/jnc_000086241137/?bc=100357823650
クロスエアタワー,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,12階,30万円,20000円,30万円,30万円,2LDK,61.68m2,https://suumo.jp/chintai/jnc_000086191893/?bc=100351876813
クロスエアタワー,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,30階,36万円,20000円,36万円,36万円,2LDK,66.05m2,https://suumo.jp/chintai/jnc_000086861405/?bc=100345401854
クロスエアタワー,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,17階,39.5万円,-,79万円,39.5万円,2LDK,65.96m2,https://suumo.jp/chintai/jnc_000087082330/?bc=100357717396
クロスエアタワー,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,37階,40万円,20000円,40万円,40万円,2LDK,70.22m2,https://suumo.jp/chintai/jnc_000086205039/?bc=100351365310
マイキャッスル都立大,東京都目黒区南３,東急大井町線/大岡山駅 歩12分,東急目黒線/洗足駅 歩13分,東急東横線/都立大学駅 歩15分,築30年,7階建,3階,21.5万円,-,21.5万円,-,2LDK,53.41m2,https://suumo.jp/chintai/jnc_000086131523/?bc=100357686124
マイキャッスル都立大,東京都目黒区南３,東急大井町線/大岡山駅 歩12分,東急目黒線/洗足駅 歩13分,東急東横線/都立大学駅 歩15分,築30年,7階建,9階,35万円,10500円,-,35万円,2LDK,67.89m2,https://suumo.jp/chintai/jnc_000086813468/?bc=100356019223
京王井の頭線 神泉駅 地下1地上6階建 築42年,東京都目黒区駒場１,京王井の頭線/神泉駅 歩6分,東急田園都市線/池尻大橋駅 歩9分,京王井の頭線/駒場東大前駅 歩10分,築42年,地下1地上6階建,6階,14.5万円,-,14.5万円,-,2LDK,47.22m2,https://suumo.jp/chintai/jnc_000077318390/?bc=100356463774
コートアルビレオ八雲,東京都目黒区八雲５,東急東横線/都立大学駅 歩16分,東急田園都市線/駒沢大学駅 歩19分,東急東横線/学芸大学駅 歩23分,新築,3階建,1階,26.5万円,11000円,26.5万円,53万円,2LDK,69.98m2,https://suumo.jp/chintai/jnc_000085853618/?bc=100355561169
コートアルビレオ八雲,東京都目黒区八雲５,東急東横線/都立大学駅 歩16分,東急田園都市線/駒沢大学駅 歩19分,東急東横線/学芸大学駅 歩23分,新築,3階建,2階,27.7万円,13000円,27.7万円,55.4万円,2LDK,73.37m2,https://suumo.jp/chintai/jnc_000085853619/?bc=100355561177
コートアルビレオ八雲,東京都目黒区八雲５,東急東横線/都立大学駅 歩16分,東急田園都市線/駒沢大学駅 歩19分,東急東横線/学芸大学駅 歩23分,新築,3階建,2階,28万円,13000円,28万円,56万円,2LDK,72.16m2,https://suumo.jp/chintai/jnc_000087019825/?bc=100344772541
コートアルビレオ八雲,東京都目黒区八雲５,東急東横線/都立大学駅 歩16分,東急田園都市線/駒沢大学駅 歩19分,東急東横線/学芸大学駅 歩23分,新築,3階建,3階,28.5万円,13000円,28.5万円,57万円,2LDK,73.37m2,https://suumo.jp/chintai/jnc_000085853620/?bc=100345615398
サニィヒルズ東山,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩5分,東急東横線/中目黒駅 歩17分,東京メトロ日比谷線/中目黒駅 歩17分,築34年,5階建,2階,25万円,-,25万円,25万円,2LDK,65m2,https://suumo.jp/chintai/jnc_000086740507/?bc=100357307467
コスモ碑文谷,東京都目黒区碑文谷３,東急東横線/都立大学駅 歩8分,東急大井町線/大岡山駅 歩17分,東急東横線/学芸大学駅 歩17分,築36年,地下1地上3階建,1階,32万円,-,64万円,32万円,2LDK,81m2,https://suumo.jp/chintai/jnc_000086191931/?bc=100354972002
コスモ碑文谷,東京都目黒区碑文谷３,東急東横線/都立大学駅 歩8分,東急大井町線/大岡山駅 歩17分,東急東横線/学芸大学駅 歩17分,築36年,地下1地上3階建,2階,38万円,-,76万円,38万円,2LDK,96m2,https://suumo.jp/chintai/jnc_000086672243/?bc=100355083528
東急東横線 学芸大学駅 地下1地上8階建 築26年,東京都目黒区碑文谷１,東急東横線/学芸大学駅 歩16分,東急目黒線/西小山駅 歩16分,東急東横線/都立大学駅 歩18分,築26年,地下1地上8階建,3階,21.8万円,-,21.8万円,21.8万円,2LDK,66.54m2,https://suumo.jp/chintai/jnc_000086968364/?bc=100357075329
ロイヤルヒルズ,東京都目黒区中目黒１,東急東横線/中目黒駅 歩5分,東急東横線/代官山駅 歩7分,ＪＲ山手線/恵比寿駅 歩13分,築36年,10階建,2階,22万円,3000円,22万円,22万円,2LDK,60.48m2,https://suumo.jp/chintai/jnc_000086640409/?bc=100354821941
東急東横線 学芸大学駅 7階建 築17年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩15分,東急目黒線/西小山駅 歩15分,東急目黒線/武蔵小山駅 歩17分,築17年,7階建,2階,28.1万円,12000円,28.1万円,-,2LDK,75.58m2,https://suumo.jp/chintai/jnc_000086836194/?bc=100352462394
東急東横線 学芸大学駅 7階建 築17年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩15分,東急目黒線/西小山駅 歩15分,東急目黒線/武蔵小山駅 歩17分,築17年,7階建,2階,28.3万円,12000円,28.3万円,-,2LDK,75.58m2,https://suumo.jp/chintai/jnc_000083805503/?bc=100351937025
ＪＲ山手線 目黒駅 地下1地上2階建 築35年,東京都目黒区下目黒５,ＪＲ山手線/目黒駅 歩19分,東急目黒線/不動前駅 歩16分,東急目黒線/武蔵小山駅 歩15分,築35年,地下1地上2階建,2階,12.2万円,4000円,12.2万円,-,2DK,37.8m2,https://suumo.jp/chintai/jnc_000081957790/?bc=100343945351
東急東横線 祐天寺駅 3階建 築36年,東京都目黒区目黒４,東急東横線/祐天寺駅 歩12分,東急東横線/中目黒駅 歩17分,東急東横線/学芸大学駅 歩18分,築36年,3階建,2階,17.5万円,-,17.5万円,17.5万円,2LDK,54m2,https://suumo.jp/chintai/jnc_000087031415/?bc=100357491799
アイビーハイツ,東京都目黒区目黒４,東急東横線/祐天寺駅 歩12分,東京メトロ日比谷線/中目黒駅 歩17分,東急東横線/学芸大学駅 歩18分,築36年,3階建,2階,17.5万円,-,17.5万円,17.5万円,2LDK,54m2,https://suumo.jp/chintai/jnc_000087044702/?bc=100357508350
第30宮庭マンション,東京都目黒区青葉台１,東急東横線/中目黒駅 歩5分,ＪＲ山手線/恵比寿駅 歩17分,ＪＲ埼京線/渋谷駅 歩21分,築39年,5階建,2階,20万円,10000円,20万円,20万円,2LDK,51.84m2,https://suumo.jp/chintai/jnc_000069430002/?bc=100353581982
PREMIUM CUBE 武蔵小山,東京都目黒区目黒本町６,東急目黒線/西小山駅 歩8分,東急目黒線/武蔵小山駅 歩11分,東急目黒線/洗足駅 歩17分,築1年,6階建,5階,10.75万円,15000円,10.75万円,10.75万円,2K,25.58m2,https://suumo.jp/chintai/jnc_000087044704/?bc=100353798173
東急目黒線 西小山駅 6階建 築1年,東京都目黒区目黒本町６,東急目黒線/西小山駅 歩8分,東急目黒線/武蔵小山駅 歩11分,東急目黒線/洗足駅 歩17分,築1年,6階建,5階,10.75万円,15000円,10.75万円,10.75万円,2K,25.58m2,https://suumo.jp/chintai/jnc_000087044705/?bc=100353796982
東急東横線 祐天寺駅 10階建 築54年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩8分,東急田園都市線/池尻大橋駅 歩16分,東急東横線/中目黒駅 歩17分,築54年,10階建,8階,15万円,5000円,15万円,15万円,2LDK,47.94m2,https://suumo.jp/chintai/jnc_000086610622/?bc=100357808174
東急東横線 祐天寺駅 10階建 築54年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩8分,東急田園都市線/池尻大橋駅 歩16分,東急東横線/中目黒駅 歩17分,築54年,10階建,8階,15万円,5000円,15万円,15万円,2LDK,47.94m2,https://suumo.jp/chintai/jnc_000086646021/?bc=100354861159
グローブシティ目黒,東京都目黒区原町２,東急目黒線/西小山駅 歩8分,東急目黒線/武蔵小山駅 歩15分,東急大井町線/大岡山駅 歩17分,築13年,4階建,3階,10.9万円,10000円,10.9万円,10.9万円,2K,30.5m2,https://suumo.jp/chintai/jnc_000086853899/?bc=100355422154
東急東横線 学芸大学駅 6階建 築28年,東京都目黒区中町１,東急東横線/学芸大学駅 歩14分,東急東横線/祐天寺駅 歩18分,東急目黒線/武蔵小山駅 歩20分,築28年,6階建,5階,26.5万円,15000円,26.5万円,-,2LDK,65.8m2,https://suumo.jp/chintai/jnc_000086123981/?bc=100351557489
東急東横線 祐天寺駅 地下3地上5階建 築33年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東急東横線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩16分,築33年,地下3地上5階建,6階,49.8万円,-,49.8万円,49.8万円,2LDK,118.76m2,https://suumo.jp/chintai/jnc_000086861412/?bc=100352462243
東急東横線 祐天寺駅 地下3地上5階建 築33年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東急東横線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩16分,築33年,地下3地上5階建,4階,50万円,-,50万円,50万円,2LDK,118.76m2,https://suumo.jp/chintai/jnc_000084278344/?bc=100353879115
京王目黒マンション,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩6分,東急目黒線/不動前駅 歩14分,ＪＲ山手線/五反田駅 歩19分,築43年,10階建,1階,24万円,14000円,24万円,24万円,2LDK,54.85m2,https://suumo.jp/chintai/jnc_000086442533/?bc=100353427467
都立大パレス,東京都目黒区中根２,東急東横線/都立大学駅 歩6分,東急大井町線/自由が丘駅 歩17分,東急目黒線/大岡山駅 歩17分,築53年,8階建,6階,13.3万円,-,13.3万円,13.3万円,2LDK,48.5m2,https://suumo.jp/chintai/jnc_000085094447/?bc=100344524721
東急東横線 都立大学駅 8階建 築53年,東京都目黒区中根２,東急東横線/都立大学駅 歩6分,東急大井町線/自由が丘駅 歩17分,東急目黒線/大岡山駅 歩17分,築53年,8階建,6階,13.3万円,-,13.3万円,13.3万円,2LDK,48.5m2,https://suumo.jp/chintai/jnc_000085086979/?bc=100353108153
ロイヤルパレス上目黒,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東急東横線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩15分,築33年,地下3地上5階建,4階,49.8万円,-,49.8万円,49.8万円,2LDK,118.76m2,https://suumo.jp/chintai/jnc_000086975881/?bc=100339573236
ロイヤルパレス上目黒,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東急東横線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩15分,築33年,地下3地上5階建,4階,50万円,-,50万円,50万円,2LDK,118.76m2,https://suumo.jp/chintai/jnc_000084278343/?bc=100354567349
クレール中目黒,東京都目黒区中目黒３,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/中目黒駅 歩7分,東急東横線/祐天寺駅 歩13分,築46年,地下1地上11階建,1階,22.5万円,-,22.5万円,22.5万円,2LDK,58m2,https://suumo.jp/chintai/jnc_000086221153/?bc=100352048605
コスモリード学芸大学,東京都目黒区中町１,東急東横線/学芸大学駅 歩14分,東急東横線/祐天寺駅 歩17分,東急目黒線/武蔵小山駅 歩18分,築28年,6階建,5階,26.5万円,15000円,26.5万円,-,2LDK,65.8m2,https://suumo.jp/chintai/jnc_000086104021/?bc=100351386431
ハイツシャルム,東京都目黒区中町２,東急東横線/祐天寺駅 歩8分,,,築31年,2階建,1階,7.7万円,2000円,7.7万円,7.7万円,2K,25m2,https://suumo.jp/chintai/jnc_000077257344/?bc=100299474849
ハイツシャルム,東京都目黒区中町２,東急東横線/祐天寺駅 歩8分,,,築31年,2階建,2階,8万円,2000円,8万円,8万円,2K,25m2,https://suumo.jp/chintai/jnc_000083805489/?bc=100336562510
ドムス・スタイル目黒不動前,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,東急目黒線/目黒駅 歩12分,ＪＲ山手線/目黒駅 歩14分,築5年,地下1地上5階建,1階,15.7万円,12000円,-,-,2K,40.88m2,https://suumo.jp/chintai/jnc_000063204609/?bc=100351011044
NK渋谷コータース,東京都目黒区大橋２,東急田園都市線/池尻大橋駅 歩6分,京王井の頭線/神泉駅 歩9分,ＪＲ山手線/渋谷駅 歩21分,築56年,11階建,2階,17.5万円,10000円,17.5万円,-,2LDK,52.77m2,https://suumo.jp/chintai/jnc_000056804247/?bc=100356416539
東急大井町線 大岡山駅 地下1地上3階建 築5年,東京都目黒区南３,東急大井町線/大岡山駅 歩9分,東急目黒線/洗足駅 歩11分,東急大井町線/北千束駅 歩13分,築5年,地下1地上3階建,2階,14.9万円,15000円,-,-,2K,41.23m2,https://suumo.jp/chintai/jnc_000051817039/?bc=100354927321
ルネサンスコート中目黒,東京都目黒区上目黒４,東急東横線/祐天寺駅 歩7分,東急東横線/中目黒駅 歩11分,東急田園都市線/池尻大橋駅 歩15分,築3年,4階建,3階,16.7万円,10000円,-,-,2K,33.29m2,https://suumo.jp/chintai/jnc_000084714391/?bc=100342243903
東急田園都市線 池尻大橋駅 12階建 築54年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩7分,東急東横線/中目黒駅 歩16分,ＪＲ山手線/渋谷駅 バス5分 (バス停)大橋 歩2分,築54年,12階建,7階,22万円,10000円,22万円,22万円,2LDK,54.91m2,https://suumo.jp/chintai/jnc_000087026049/?bc=100357363388
東急東横線 中目黒駅 10階建 築57年,東京都目黒区青葉台３,東急東横線/中目黒駅 歩10分,東急田園都市線/池尻大橋駅 歩7分,京王井の頭線/神泉駅 歩14分,築57年,10階建,5階,16万円,9000円,32万円,8万円,2LDK,51.97m2,https://suumo.jp/chintai/jnc_000086532269/?bc=100357491937
目黒ハイツ,東京都目黒区青葉台３,東急東横線/中目黒駅 歩10分,東急田園都市線/池尻大橋駅 歩7分,京王井の頭線/神泉駅 歩14分,築57年,10階建,5階,16万円,9000円,32万円,8万円,2LDK,51.97m2,https://suumo.jp/chintai/jnc_000086526578/?bc=100357492029
プレース柿の木坂,東京都目黒区柿の木坂３,東急東横線/学芸大学駅 歩15分,東急田園都市線/駒沢大学駅 歩19分,東急東横線/都立大学駅 歩21分,築33年,4階建,1階,23万円,-,23万円,-,2LDK,60.7m2,https://suumo.jp/chintai/jnc_000086357351/?bc=100357424470
ヒルステージ上目黒,東京都目黒区上目黒３,東京メトロ日比谷線/中目黒駅 歩6分,東急東横線/祐天寺駅 歩11分,東急東横線/代官山駅 歩14分,築30年,3階建,2階,13.3万円,-,13.3万円,-,2K,36.46m2,https://suumo.jp/chintai/jnc_000084613191/?bc=100341803710
パークヴィラ中根,東京都目黒区中根２,東急東横線/都立大学駅 歩7分,東急大井町線/大岡山駅 歩15分,東急東横線/自由が丘駅 歩17分,築34年,地下1地上6階建,1階,14.7万円,6000円,14.7万円,14.7万円,2SLK,53.52m2,https://suumo.jp/chintai/jnc_000086305009/?bc=100352567405
東急目黒線 不動前駅 地下1地上5階建 築4年,東京都目黒区下目黒２,東急目黒線/不動前駅 歩5分,東急目黒線/目黒駅 歩12分,ＪＲ山手線/五反田駅 歩16分,築4年,地下1地上5階建,B1階,15.7万円,12000円,-,-,2K,40.88m2,https://suumo.jp/chintai/jnc_000076441146/?bc=100342265172
東急東横線 中目黒駅 8階建 築56年,東京都目黒区東山１,東急東横線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩14分,東急東横線/代官山駅 歩16分,築56年,8階建,7階,26万円,-,52万円,26万円,2LDK,57m2,https://suumo.jp/chintai/jnc_000085716231/?bc=100356632006
東急東横線 中目黒駅 地下1地上3階建 築10年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩9分,東急東横線/代官山駅 歩11分,京王井の頭線/神泉駅 歩17分,築10年,地下1地上3階建,1階,22.6万円,10000円,22.6万円,22.6万円,2K,45.73m2,https://suumo.jp/chintai/jnc_000086625659/?bc=100351258806
都立大アーバンハイム,東京都目黒区平町１,東急東横線/都立大学駅 歩2分,東急大井町線/緑が丘駅 歩17分,東急東横線/自由が丘駅 歩19分,築46年,5階建,3階,23万円,10000円,23万円,23万円,2LDK,70.2m2,https://suumo.jp/chintai/jnc_000087007375/?bc=100356553329
東急東横線 都立大学駅 5階建 築46年,東京都目黒区平町１,東急東横線/都立大学駅 歩2分,東急大井町線/緑が丘駅 歩18分,東急東横線/自由が丘駅 歩20分,築46年,5階建,3階,23万円,10000円,23万円,23万円,2LDK,70.2m2,https://suumo.jp/chintai/jnc_000086873534/?bc=100356655359
東急東横線 都立大学駅 5階建 築46年,東京都目黒区平町１,東急東横線/都立大学駅 歩2分,東急大井町線/緑が丘駅 歩18分,東急東横線/自由が丘駅 歩20分,築46年,5階建,3階,23万円,10000円,23万円,23万円,2LDK,70.2m2,https://suumo.jp/chintai/jnc_000087007376/?bc=100357232341
マンション雅叙苑,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩8分,東急目黒線/不動前駅 歩8分,ＪＲ山手線/五反田駅 歩13分,築54年,15階建,14階,50万円,-,100万円,50万円,2LDK,125.81m2,https://suumo.jp/chintai/jnc_000085313238/?bc=100328140181
プレセダンヒルズ目黒柿の木坂,東京都目黒区柿の木坂２,東急東横線/学芸大学駅 歩13分,東急東横線/都立大学駅 歩14分,東急田園都市線/駒沢大学駅 歩25分,築6年,8階建,1階,11.5万円,5000円,-,-,2K,25.93m2,https://suumo.jp/chintai/jnc_000062690714/?bc=100350323742
東急東横線 祐天寺駅 2階建 築37年,東京都目黒区上目黒３,東急東横線/祐天寺駅 歩10分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/中目黒駅 歩11分,築37年,2階建,2階,9.5万円,-,9.5万円,9.5万円,2K,30.64m2,https://suumo.jp/chintai/jnc_000066158486/?bc=100307698569
ナイガイ武蔵小山,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩3分,,,築32年,2階建,1階,9万円,1000円,9万円,9万円,2K,32.3m2,https://suumo.jp/chintai/jnc_000086016088/?bc=100350576632
渡辺方,東京都目黒区上目黒３,東急東横線/中目黒駅 歩10分,東急東横線/祐天寺駅 歩8分,東急田園都市線/池尻大橋駅 歩15分,築37年,2階建,2階,9.3万円,-,9.3万円,9.3万円,2K,30.57m2,https://suumo.jp/chintai/jnc_000054700374/?bc=100129595544
Kハウス,東京都目黒区自由が丘２,東急東横線/自由が丘駅 歩8分,東急大井町線/九品仏駅 歩16分,東急目黒線/奥沢駅 歩16分,築43年,2階建,1階,6.5万円,-,6.5万円,6.5万円,2K,29.7m2,https://suumo.jp/chintai/jnc_000085451829/?bc=100356274258
サンシャインハウス,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩9分,東急目黒線/不動前駅 歩8分,東急池上線/大崎広小路駅 歩17分,築43年,2階建,2階,12万円,-,12万円,-,2K,34.42m2,https://suumo.jp/chintai/jnc_000077250138/?bc=100294470102
aobadai .hillz,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩10分,京王井の頭線/神泉駅 歩12分,京王井の頭線/駒場東大前駅 歩18分,新築,6階建,5-6階,37万円,10000円,37万円,37万円,2K,51.23m2,https://suumo.jp/chintai/jnc_000086888808/?bc=100356651354
aobadai .hillz,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩10分,京王井の頭線/神泉駅 歩12分,京王井の頭線/駒場東大前駅 歩18分,新築,6階建,5-6階,47.8万円,10000円,47.8万円,47.8万円,2K,77.48m2,https://suumo.jp/chintai/jnc_000086888807/?bc=100356651378
松原荘,東京都目黒区中町２,東急東横線/祐天寺駅 歩6分,東急東横線/中目黒駅 歩15分,東急東横線/学芸大学駅 歩15分,築44年,2階建,2階,8.9万円,-,8.9万円,8.9万円,2K,36.36m2,https://suumo.jp/chintai/jnc_000064915255/?bc=100352260411
東急目黒線 西小山駅 3階建 築24年,東京都目黒区原町１,東急目黒線/西小山駅 歩3分,東急目黒線/武蔵小山駅 歩12分,東急目黒線/洗足駅 歩12分,築24年,3階建,2階,13.7万円,2000円,13.7万円,-,2K,40.57m2,https://suumo.jp/chintai/jnc_000086083085/?bc=100353656054
シェツバール目黒,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩9分,東急東横線/学芸大学駅 歩17分,ＪＲ山手線/目黒駅 歩30分,築34年,6階建,5階,11.5万円,-,11.5万円,11.5万円,2K,34.04m2,https://suumo.jp/chintai/jnc_000087077395/?bc=100351842746
ファミーユ双葉,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩10分,東急目黒線/武蔵小山駅 歩17分,東急目黒線/西小山駅 歩19分,築33年,4階建,4階,11.3万円,3000円,11.3万円,11.3万円,2DK,36.73m2,https://suumo.jp/chintai/jnc_000080222530/?bc=100315567133
