名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL,建物階数_最小,建物階数_最大,階数_最小,階数_最大
レガシス代官山,東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,,0,6階建,4階,440000,0,440000,440000,2LDK,66.27,https://suumo.jp/chintai/jnc_000086740502/?bc=100355474464,0,6,4,4
セザール碑文谷,東京都目黒区目黒本町４,東急目黒線/西小山駅 歩14分,東急目黒線/武蔵小山駅 歩16分,東急目黒線/洗足駅 歩18分,28,地下1地上4階建,1階,145000,10000,145000,145000,2DK,50.77,https://suumo.jp/chintai/jnc_000069623364/?bc=100344907627,-1,4,1,1
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,0,3階建,1階,258000,6500,258000,516000,2LDK,61.63,https://suumo.jp/chintai/jnc_000085220551/?bc=100345344261,0,3,1,1
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,0,3階建,1階,263000,6500,263000,526000,2LDK,64.02,https://suumo.jp/chintai/jnc_000085220550/?bc=100345344255,0,3,1,1
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,0,3階建,2階,263000,6500,263000,526000,2LDK,62.15,https://suumo.jp/chintai/jnc_000085220553/?bc=100345344280,0,3,2,2
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,0,3階建,2階,268000,6500,268000,536000,2LDK,64.02,https://suumo.jp/chintai/jnc_000085220552/?bc=100345344270,0,3,2,2
トーア青葉台マンション,東京都目黒区青葉台２,東急東横線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩10分,東京メトロ日比谷線/中目黒駅 歩10分,45,9階建,2階,150000,0,150000,150000,2DK,43.74,https://suumo.jp/chintai/jnc_000072663041/?bc=100353204827,0,9,2,2
トーア青葉台マンション,東京都目黒区青葉台２,東急東横線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩10分,東京メトロ日比谷線/中目黒駅 歩10分,45,9階建,8階,162000,8000,324000,162000,2DK,43.74,https://suumo.jp/chintai/jnc_000085076456/?bc=100344338349,0,9,8,8
Ｃａｓａ　Ｅｒｉｎｃａ,東京都目黒区緑が丘２,東急大井町線/自由が丘駅 歩10分,東急東横線/都立大学駅 歩10分,東急大井町線/緑が丘駅 歩15分,2,地下1地上2階建,1階,350000,10000,350000,350000,2LDK,69.38,https://suumo.jp/chintai/jnc_000082414399/?bc=100340841926,-1,2,1,1
ＪＲ山手線 五反田駅 11階建 築46年,東京都目黒区下目黒２,ＪＲ山手線/五反田駅 歩19分,東急目黒線/不動前駅 歩8分,ＪＲ山手線/目黒駅 歩10分,46,11階建,3階,105000,5000,105000,0,2DK,44.98,https://suumo.jp/chintai/jnc_000085834753/?bc=100352363905,0,11,3,3
ジェノヴィア目黒南グリーンヴェール,東京都目黒区南３,東急東横線/都立大学駅 歩14分,東急目黒線/大岡山駅 歩10分,東急大井町線/自由が丘駅 歩24分,7,10階建,9階,350000,10500,0,350000,2LDK,67.89,https://suumo.jp/chintai/jnc_000081701882/?bc=100303902630,0,10,9,9
ジェノヴィア目黒南グリーンヴェール,東京都目黒区南３,東急東横線/都立大学駅 歩14分,東急目黒線/大岡山駅 歩10分,東急大井町線/自由が丘駅 歩24分,7,10階建,9階,350000,11000,0,350000,2LDK,67.89,https://suumo.jp/chintai/jnc_000086951027/?bc=100344731920,0,10,9,9
東急田園都市線 池尻大橋駅 7階建 築24年,東京都目黒区東山２,東急田園都市線/池尻大橋駅 歩6分,東急田園都市線/渋谷駅 歩23分,京王井の頭線/神泉駅 歩14分,24,7階建,3階,230000,15000,230000,460000,2LDK,66.75,https://suumo.jp/chintai/jnc_000086662820/?bc=100354982915,0,7,3,3
東急東横線 学芸大学駅 6階建 築54年,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩8分,東急東横線/都立大学駅 歩18分,東急東横線/祐天寺駅 歩20分,54,6階建,2階,130000,0,130000,130000,2DK,39.9,https://suumo.jp/chintai/jnc_000086399107/?bc=100353640766,0,6,2,2
シャトレ中根１階,東京都目黒区中根１,東急東横線/都立大学駅 歩7分,東急東横線/自由が丘駅 歩11分,,43,2階建,1階,190000,10000,190000,190000,2LDK,60.87,https://suumo.jp/chintai/jnc_000086174001/?bc=100351701680,0,2,1,1
シャトレ中根１階,東京都目黒区中根１,東急東横線/都立大学駅 歩7分,東急東横線/自由が丘駅 歩11分,,43,2階建,1階,190000,10000,190000,190000,2LDK,60.87,https://suumo.jp/chintai/jnc_000086951007/?bc=100355661757,0,2,1,1
松見坂武蔵野マンション,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩8分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,56,15階建,12階,120000,10000,120000,120000,2DK,39.53,https://suumo.jp/chintai/jnc_000080459451/?bc=100335849101,0,15,12,12
松見坂武蔵野マンション,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩8分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,56,15階建,12階,120000,10000,120000,120000,2DK,39.53,https://suumo.jp/chintai/jnc_000083344284/?bc=100333728421,0,15,12,12
東急目黒線 不動前駅 9階建 築20年,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,東京メトロ南北線/目黒駅 歩11分,ＪＲ山手線/目黒駅 歩11分,20,9階建,1階,350000,15000,350000,350000,2LDK,78.63,https://suumo.jp/chintai/jnc_000086472025/?bc=100355070462,0,9,1,1
東急目黒線 不動前駅 9階建 築20年,東京都目黒区下目黒２,東急目黒線/不動前駅 歩7分,東京メトロ南北線/目黒駅 歩11分,ＪＲ山手線/目黒駅 歩11分,20,9階建,1階,350000,15000,350000,350000,2LDK,78.63,https://suumo.jp/chintai/jnc_000086392587/?bc=100353493636,0,9,1,1
へーベルメゾン目黒本町Central,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩12分,東急東横線/学芸大学駅 歩20分,3,4階建,1階,189000,10000,189000,189000,2LDK,53.68,https://suumo.jp/chintai/jnc_000086311448/?bc=100352600068,0,4,1,1
東急田園都市線 池尻大橋駅 地下2地上27階建 築15年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩17分,京王井の頭線/駒場東大前駅 歩19分,15,地下2地上27階建,22階,400000,0,800000,400000,2LDK,76.03,https://suumo.jp/chintai/jnc_000086634605/?bc=100354943280,-2,27,22,22
東急田園都市線 池尻大橋駅 地下2地上27階建 築15年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩17分,京王井の頭線/駒場東大前駅 歩19分,15,地下2地上27階建,22階,400000,0,800000,400000,2LDK,76.03,https://suumo.jp/chintai/jnc_000086640385/?bc=100354818445,-2,27,22,22
目黒ビランカ,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩8分,東急東横線/中目黒駅 歩13分,京王井の頭線/渋谷駅 歩18分,57,4階建,1階,96000,4000,96000,96000,2DK,40,https://suumo.jp/chintai/jnc_000085689204/?bc=100348174231,0,4,1,1
ＪＲ山手線 目黒駅 10階建 築20年,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩5分,東急目黒線/不動前駅 歩12分,ＪＲ山手線/五反田駅 歩18分,20,10階建,4階,307000,10000,307000,460500,2LDK,65.6,https://suumo.jp/chintai/jnc_000086572031/?bc=100268458228,0,10,4,4
ＪＲ山手線 目黒駅 10階建 築20年,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩5分,東急目黒線/不動前駅 歩12分,ＪＲ山手線/五反田駅 歩18分,20,10階建,2階,318000,10000,318000,477000,2LDK,73.14,https://suumo.jp/chintai/jnc_000085647718/?bc=100347983454,0,10,2,2
トレステージ目黒,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩9分,東急目黒線/不動前駅 歩10分,東急池上線/大崎広小路駅 歩22分,20,地下2地上18階建,16階,498000,0,996000,498000,2LDK,118,https://suumo.jp/chintai/jnc_000086292822/?bc=100346393616,-2,18,16,16
東急東横線 祐天寺駅 4階建 築28年,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東京メトロ日比谷線/中目黒駅 歩12分,東急東横線/代官山駅 歩21分,28,4階建,3階,200000,5000,200000,200000,2LDK,47.94,https://suumo.jp/chintai/jnc_000086655202/?bc=100354970386,0,4,3,3
東急東横線 祐天寺駅 4階建 築28年,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東京メトロ日比谷線/中目黒駅 歩12分,東急東横線/代官山駅 歩21分,28,4階建,1階,220000,5000,220000,220000,2LDK,56.79,https://suumo.jp/chintai/jnc_000084718288/?bc=100351824333,0,4,1,1
シティハウス中目黒ステーションコート,東京都目黒区東山１,東急東横線/中目黒駅 歩4分,東急東横線/代官山駅 歩13分,東急東横線/祐天寺駅 歩16分,7,15階建,14階,380000,20000,380000,380000,2LDK,56.07,https://suumo.jp/chintai/jnc_000085432753/?bc=100347216714,0,15,14,14
京王井の頭線 神泉駅 17階建 築56年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩11分,京王井の頭線/渋谷駅 歩14分,56,17階建,12階,120000,10000,120000,120000,2DK,39.53,https://suumo.jp/chintai/jnc_000080459452/?bc=100316948822,0,17,12,12
東急東横線 学芸大学駅 5階建 築37年,東京都目黒区目黒本町１,東急東横線/学芸大学駅 歩14分,東急目黒線/武蔵小山駅 歩18分,東急東横線/祐天寺駅 歩19分,37,5階建,3階,120000,0,120000,120000,2DK,41.82,https://suumo.jp/chintai/jnc_000042630800/?bc=100353976446,0,5,3,3
東急東横線 中目黒駅 5階建 築18年,東京都目黒区青葉台２,東急東横線/中目黒駅 歩11分,東急田園都市線/池尻大橋駅 歩14分,東急東横線/代官山駅 歩14分,18,5階建,2階,290000,8000,580000,290000,2LDK,66,https://suumo.jp/chintai/jnc_000086915557/?bc=100355404927,0,5,2,2
東急田園都市線 池尻大橋駅 3階建 築46年,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,東急東横線/中目黒駅 歩17分,ＪＲ山手線/渋谷駅 歩24分,46,3階建,3階,110000,5000,110000,110000,2DK,30.25,https://suumo.jp/chintai/jnc_000086174009/?bc=100351726192,0,3,3,3
ニューウェルハイツ学芸大学,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩13分,東急目黒線/西小山駅 歩17分,東急目黒線/武蔵小山駅 歩18分,42,4階建,2階,110000,0,220000,110000,2DK,42.36,https://suumo.jp/chintai/jnc_000081760445/?bc=100324135132,0,4,2,2
ニューウェルハイツ学芸大学,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩13分,東急目黒線/西小山駅 歩17分,東急目黒線/武蔵小山駅 歩18分,42,4階建,2階,110000,0,220000,110000,2DK,42.36,https://suumo.jp/chintai/jnc_000077883436/?bc=100303155388,0,4,2,2
ＪＲ山手線 目黒駅 5階建 築53年,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩10分,東急目黒線/不動前駅 歩4分,東急池上線/五反田駅 歩17分,53,5階建,3階,90000,0,90000,90000,2DK,30,https://suumo.jp/chintai/jnc_000085735755/?bc=100348433447,0,5,3,3
ＪＲ山手線 目黒駅 5階建 築53年,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩10分,東急目黒線/不動前駅 歩4分,東急池上線/五反田駅 歩17分,53,5階建,4階,105000,0,105000,105000,2LDK,39,https://suumo.jp/chintai/jnc_000085735756/?bc=100344847531,0,5,4,4
東急東横線 祐天寺駅 6階建 築54年,東京都目黒区中町２,東急東横線/祐天寺駅 歩6分,東急東横線/学芸大学駅 歩9分,東急東横線/中目黒駅 歩20分,54,6階建,6階,146000,4000,146000,0,2LDK,45.8,https://suumo.jp/chintai/jnc_000085364176/?bc=100348433362,0,6,6,6
目黒ダイヤハイツ,東京都目黒区八雲１,東急東横線/都立大学駅 歩5分,東急東横線/自由が丘駅 歩18分,東急大井町線/緑が丘駅 歩20分,49,8階建,3階,160000,10000,160000,160000,2DK,43.57,https://suumo.jp/chintai/jnc_000086708989/?bc=100355264192,0,8,3,3
東急東横線 都立大学駅 4階建 築49年,東京都目黒区中根２,東急東横線/都立大学駅 歩4分,東急大井町線/緑が丘駅 歩13分,東急大井町線/自由が丘駅 歩19分,49,4階建,3階,140000,4000,140000,140000,2DK,50.82,https://suumo.jp/chintai/jnc_000086951010/?bc=100355018893,0,4,3,3
立川（たちかわ）ビル,東京都目黒区中根２,東急東横線/都立大学駅 歩4分,,,49,4階建,3階,140000,4000,140000,140000,2DK,50.82,https://suumo.jp/chintai/jnc_000086935380/?bc=100352952123,0,4,3,3
東急東横線 都立大学駅 4階建 築49年,東京都目黒区中根２,東急東横線/都立大学駅 歩4分,東急大井町線/緑が丘駅 歩13分,東急大井町線/自由が丘駅 歩19分,49,4階建,3階,140000,4000,140000,140000,2DK,50.82,https://suumo.jp/chintai/jnc_000086951010/?bc=100355018893,0,4,3,3
ＪＲ山手線 目黒駅 5階建 築22年,東京都目黒区目黒３,ＪＲ山手線/目黒駅 歩14分,東急東横線/中目黒駅 歩16分,東急目黒線/不動前駅 歩18分,22,5階建,2階,176000,13000,176000,352000,2LDK,54.49,https://suumo.jp/chintai/jnc_000086059832/?bc=100353878032,0,5,2,2
プロスペアー祐天寺第2,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩13分,東京メトロ日比谷線/中目黒駅 歩19分,40,7階建,4階,155000,10000,155000,155000,2LDK,51.04,https://suumo.jp/chintai/jnc_000086590048/?bc=100354663020,0,7,4,4
プロスペアー祐天寺第2,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩13分,東京メトロ日比谷線/中目黒駅 歩19分,40,7階建,4階,155000,10000,155000,155000,2LDK,51.04,https://suumo.jp/chintai/jnc_000086577259/?bc=100354396800,0,7,4,4
プロスペアー祐天寺第2,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩13分,東京メトロ日比谷線/中目黒駅 歩19分,40,7階建,4階,155000,10000,155000,155000,2LDK,51.04,https://suumo.jp/chintai/jnc_000086607364/?bc=100354584214,0,7,4,4
ベルメゾン目黒,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩11分,東急目黒線/武蔵小山駅 歩20分,東急東横線/祐天寺駅 歩22分,27,5階建,2階,250000,10000,250000,250000,2LDK,51.84,https://suumo.jp/chintai/jnc_000085364195/?bc=100347723470,0,5,2,2
東急東横線 学芸大学駅 地下1地上3階建 築23年,東京都目黒区柿の木坂２,東急東横線/学芸大学駅 歩14分,東急東横線/都立大学駅 歩13分,東急田園都市線/駒沢大学駅 歩25分,23,地下1地上3階建,1階,183000,5000,183000,183000,2LDK,68.64,https://suumo.jp/chintai/jnc_000084631114/?bc=100355288126,-1,3,1,1
東急東横線 学芸大学駅 4階建 築33年,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩4分,東急東横線/都立大学駅 歩17分,東急東横線/祐天寺駅 歩19分,33,4階建,3階,180000,12000,180000,180000,2LDK,49.1,https://suumo.jp/chintai/jnc_000086499840/?bc=100354018882,0,4,3,3
THREE TREES（スリーツリーズ）,東京都目黒区下目黒５,東急目黒線/武蔵小山駅 歩11分,ＪＲ山手線/目黒駅 歩23分,東急目黒線/不動前駅 歩15分,33,5階建,3階,195000,0,195000,0,2LDK,55.07,https://suumo.jp/chintai/jnc_000060708448/?bc=100345351172,0,5,3,3
東急目黒線 西小山駅 4階建 築43年,東京都目黒区原町２,東急目黒線/西小山駅 歩10分,東急目黒線/洗足駅 歩7分,東急大井町線/大岡山駅 歩14分,43,4階建,2階,114000,3000,228000,0,2LDK,40.92,https://suumo.jp/chintai/jnc_000083934903/?bc=100327594603,0,4,2,2
東急東横線 自由が丘駅 4階建 築39年,東京都目黒区自由が丘１,東急東横線/自由が丘駅 歩7分,東急大井町線/自由が丘駅 歩6分,東急目黒線/奥沢駅 歩11分,39,4階建,1階,240000,0,240000,240000,2LDK,59.32,https://suumo.jp/chintai/jnc_000085220562/?bc=100349669402,0,4,1,1
東急東横線 都立大学駅 3階建 築36年,東京都目黒区碑文谷３,東急東横線/都立大学駅 歩8分,東急東横線/学芸大学駅 歩17分,東急目黒線/大岡山駅 歩18分,36,3階建,1階,320000,0,640000,320000,2LDK,81,https://suumo.jp/chintai/jnc_000085957617/?bc=100354788009,0,3,1,1
東急東横線 都立大学駅 3階建 築36年,東京都目黒区碑文谷３,東急東横線/都立大学駅 歩8分,東急東横線/学芸大学駅 歩17分,東急目黒線/大岡山駅 歩18分,36,3階建,2階,380000,0,760000,380000,2LDK,96,https://suumo.jp/chintai/jnc_000086680340/?bc=100355106046,0,3,2,2
グランドマナー青葉台,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩6分,京王井の頭線/駒場東大前駅 歩11分,東急田園都市線/池尻大橋駅 歩12分,34,地下1地上5階建,4階,500000,0,500000,500000,2LDK,129.59,https://suumo.jp/chintai/jnc_000083151128/?bc=100319440435,-1,5,4,4
東急東横線 祐天寺駅 10階建 築54年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩8分,東急田園都市線/池尻大橋駅 歩15分,東京メトロ日比谷線/中目黒駅 歩18分,54,10階建,8階,150000,5000,150000,150000,2LDK,47.94,https://suumo.jp/chintai/jnc_000086610622/?bc=100354987317,0,10,8,8
祐天寺第二コーポラス,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩8分,東京メトロ日比谷線/中目黒駅 歩17分,東急田園都市線/池尻大橋駅 歩16分,54,10階建,8階,150000,5000,150000,150000,2LDK,47.94,https://suumo.jp/chintai/jnc_000064723997/?bc=100354655266,0,10,8,8
東急東横線 学芸大学駅 3階建 築41年,東京都目黒区鷹番３,東急東横線/学芸大学駅 歩4分,東急東横線/都立大学駅 歩19分,,41,3階建,3階,180000,2000,180000,180000,2LDK,45,https://suumo.jp/chintai/jnc_000086230726/?bc=100351807364,0,3,3,3
東急東横線 学芸大学駅 6階建 築53年,東京都目黒区碑文谷５,東急東横線/学芸大学駅 歩9分,東急東横線/都立大学駅 歩10分,東急目黒線/西小山駅 歩23分,53,6階建,2階,125000,5000,125000,125000,2LDK,52.08,https://suumo.jp/chintai/jnc_000085731381/?bc=100348393249,0,6,2,2
スウィフト東山,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩1分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩17分,31,地下1地上5階建,4-5階,285000,15000,285000,285000,2LDK,76.23,https://suumo.jp/chintai/jnc_000085951025/?bc=100350870460,-1,5,4,5
目黒ハイツ,東京都目黒区青葉台３,東急東横線/中目黒駅 歩10分,東京メトロ日比谷線/中目黒駅 歩10分,東急田園都市線/池尻大橋駅 歩7分,57,10階建,5階,160000,9000,320000,80000,2LDK,51.97,https://suumo.jp/chintai/jnc_000086526578/?bc=100354026402,0,10,5,5
東急東横線 学芸大学駅 4階建 築33年,東京都目黒区柿の木坂３,東急東横線/学芸大学駅 歩15分,東急東横線/都立大学駅 歩18分,東急田園都市線/三軒茶屋駅 歩26分,33,4階建,1階,230000,0,230000,0,2LDK,60.7,https://suumo.jp/chintai/jnc_000086347898/?bc=100352869151,0,4,1,1
目黒台スカイマンション,東京都目黒区三田２,ＪＲ山手線/恵比寿駅 歩11分,ＪＲ山手線/目黒駅 歩10分,東急東横線/代官山駅 歩19分,45,11階建,2階,250000,0,250000,250000,2LDK,61.9,https://suumo.jp/chintai/jnc_000085773596/?bc=100348837626,0,11,2,2
三幸ビル,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩2分,東急目黒線/武蔵小山駅 歩10分,東急目黒線/洗足駅 歩12分,51,4階建,4階,135000,3000,135000,135000,2LDK,43.31,https://suumo.jp/chintai/jnc_000086279233/?bc=100354936421,0,4,4,4
